season,round,Race_Key,Grand_Prix,Race_Date,Team,join_team,Momentum_Raw,Upgrade_Raw,Context_Raw,Source_Confidence,Raw_Weighted_Score,Composite_Chatter_Score,Points_Nudge,Finish_Position_Nudge,Primary_Source_IDs,Coding_Notes,Last_Coded,race_average_chatter,race_centered_chatter
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Force India/Racing Point,force india racing point,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.171,-0.20475000000000002
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Haas F1 Team,haas f1 team,0.4,0,0,1,0.18000000000000002,0.18000000000000002,0.045,-0.045,EVT_0006,Event-log coded | Momentum +0.4,2026-07-03,0.171,0.009000000000000008
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,McLaren,mclaren,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.171,-0.171
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Mercedes,mercedes,1.1,0,0,1,0.4950000000000001,0.4950000000000001,0.12375,-0.12375,EVT_0002,Event-log coded | Momentum +0.8 | rolling momentum base +0.2,2026-07-03,0.171,0.32400000000000007
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Red Bull Racing,red bull racing,1.7,0,0,1,0.765,0.765,0.19125,-0.19125,EVT_0004,Event-log coded | Momentum +0.5 | rolling momentum base +1.2,2026-07-03,0.171,0.594
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Renault,alpine,0.3,0,0,1,0.135,0.135,0.03375,-0.03375,EVT_0007,Event-log coded | Momentum +0.3,2026-07-03,0.171,-0.036000000000000004
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Sauber,sauber,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.171,-0.20475000000000002
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Toro Rosso,alphatauri,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,0.171,-0.23850000000000002
2018,4,2018_R04_AZERBAIJAN,Azerbaijan,2018-04-29,Williams,williams,-1.2,0,0,1,-0.54,-0.54,-0.135,0.135,EVT_0009,Event-log coded | Momentum -1.0 | rolling momentum base -0.2,2026-07-03,0.171,-0.7110000000000001
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Ferrari,ferrari,1.4,0,0,1,0.63,0.63,0.1575,-0.1575,EVT_0001,Event-log coded | Momentum +0.8 | rolling momentum base +0.6,2026-07-03,0.1675,0.4625
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Force India/Racing Point,force india racing point,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.1675,-0.20125
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Haas F1 Team,haas f1 team,0.4,0,0,1,0.18000000000000002,0.18000000000000002,0.045,-0.045,EVT_0006,Event-log coded | Momentum +0.4,2026-07-03,0.1675,0.012500000000000011
2018,5,2018_R05_SPAIN,Spain,2018-05-13,McLaren,mclaren,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.1675,-0.1675
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Mercedes,mercedes,2,1,0,1,1.35,1,0.25,-0.25,EVT_0002; EVT_0011,Event-log coded | Momentum +0.8; Upgrade +1.0 | rolling momentum base +1.2,2026-07-03,0.1675,0.8325
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Red Bull Racing,red bull racing,0.9,0,0,1,0.405,0.405,0.10125,-0.10125,EVT_0004,Event-log coded | Momentum +0.5 | rolling momentum base +0.4,2026-07-03,0.1675,0.23750000000000002
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Renault,alpine,0.3,0,0,1,0.135,0.135,0.03375,-0.03375,EVT_0007,Event-log coded | Momentum +0.3,2026-07-03,0.1675,-0.0325
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Sauber,sauber,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.1675,-0.20125
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Toro Rosso,alphatauri,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,0.1675,-0.23500000000000001
2018,5,2018_R05_SPAIN,Spain,2018-05-13,Williams,williams,-1.2,0,0,1,-0.54,-0.54,-0.135,0.135,EVT_0009,Event-log coded | Momentum -1.0 | rolling momentum base -0.2,2026-07-03,0.1675,-0.7075
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Ferrari,ferrari,1.1,0,0,1,0.4950000000000001,0.4950000000000001,0.12375,-0.12375,EVT_0001,Event-log coded | Momentum +0.8 | rolling momentum base +0.3,2026-07-03,0.17650000000000002,0.3185000000000001
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Force India/Racing Point,force india racing point,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.17650000000000002,-0.21025000000000002
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Haas F1 Team,haas f1 team,0.4,0,0,1,0.18000000000000002,0.18000000000000002,0.045,-0.045,EVT_0006,Event-log coded | Momentum +0.4,2026-07-03,0.17650000000000002,0.003500000000000003
2018,6,2018_R06_MONACO,Monaco,2018-05-27,McLaren,mclaren,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.17650000000000002,-0.17650000000000002
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Mercedes,mercedes,2,1,0,1,1.35,1,0.25,-0.25,EVT_0002; EVT_0011,Event-log coded | Momentum +0.8; Upgrade +1.0 | rolling momentum base +1.8,2026-07-03,0.17650000000000002,0.8235
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Red Bull Racing,red bull racing,0.9,0.5,0,1,0.63,0.63,0.1575,-0.1575,EVT_0004; EVT_0013,Event-log coded | Momentum +0.5; Upgrade +0.5 | rolling momentum base +0.4,2026-07-03,0.17650000000000002,0.4535
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Renault,alpine,0.3,0,0,1,0.135,0.135,0.03375,-0.03375,EVT_0007,Event-log coded | Momentum +0.3,2026-07-03,0.17650000000000002,-0.04150000000000001
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Sauber,sauber,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.17650000000000002,-0.21025000000000002
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Toro Rosso,alphatauri,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,0.17650000000000002,-0.24400000000000002
2018,6,2018_R06_MONACO,Monaco,2018-05-27,Williams,williams,-1.2,0,0,1,-0.54,-0.54,-0.135,0.135,EVT_0009,Event-log coded | Momentum -1.0 | rolling momentum base -0.2,2026-07-03,0.17650000000000002,-0.7165
2018,7,2018_R07_CANADA,Canada,2018-06-10,Ferrari,ferrari,0.9,0.6,0,1,0.675,0.675,0.16875,-0.16875,EVT_0001; EVT_0012,Event-log coded | Momentum +0.8; Upgrade +0.6 | rolling momentum base +0.1,2026-07-03,0.2315,0.4435
2018,7,2018_R07_CANADA,Canada,2018-06-10,Force India/Racing Point,force india racing point,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.2315,-0.26525
2018,7,2018_R07_CANADA,Canada,2018-06-10,Haas F1 Team,haas f1 team,0.4,0,0,1,0.18000000000000002,0.18000000000000002,0.045,-0.045,EVT_0006,Event-log coded | Momentum +0.4,2026-07-03,0.2315,-0.05149999999999999
2018,7,2018_R07_CANADA,Canada,2018-06-10,McLaren,mclaren,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.2315,-0.2315
2018,7,2018_R07_CANADA,Canada,2018-06-10,Mercedes,mercedes,1.8,1,0,1,1.26,1,0.25,-0.25,EVT_0002; EVT_0011,Event-log coded | Momentum +0.8; Upgrade +1.0 | rolling momentum base +1.0,2026-07-03,0.2315,0.7685
2018,7,2018_R07_CANADA,Canada,2018-06-10,Red Bull Racing,red bull racing,1.9,0.5,0,1,1.08,1,0.25,-0.25,EVT_0004; EVT_0013,Event-log coded | Momentum +0.5; Upgrade +0.5 | rolling momentum base +1.4,2026-07-03,0.2315,0.7685
2018,7,2018_R07_CANADA,Canada,2018-06-10,Renault,alpine,0.3,0,0,1,0.135,0.135,0.03375,-0.03375,EVT_0007,Event-log coded | Momentum +0.3,2026-07-03,0.2315,-0.0965
2018,7,2018_R07_CANADA,Canada,2018-06-10,Sauber,sauber,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.2315,-0.26525
2018,7,2018_R07_CANADA,Canada,2018-06-10,Toro Rosso,alphatauri,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,0.2315,-0.29900000000000004
2018,7,2018_R07_CANADA,Canada,2018-06-10,Williams,williams,-1.2,0,0,1,-0.54,-0.54,-0.135,0.135,EVT_0009,Event-log coded | Momentum -1.0 | rolling momentum base -0.2,2026-07-03,0.2315,-0.7715000000000001
2018,8,2018_R08_FRANCE,France,2018-06-24,Ferrari,ferrari,1.2,0.6,0,1,0.81,0.81,0.2025,-0.2025,EVT_0012,Event-log coded | Upgrade +0.6 | rolling momentum base +1.2,2026-07-03,0.21700000000000003,0.593
2018,8,2018_R08_FRANCE,France,2018-06-24,Force India/Racing Point,force india racing point,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.21700000000000003,-0.25075000000000003
2018,8,2018_R08_FRANCE,France,2018-06-24,Haas F1 Team,haas f1 team,0.4,0,0,1,0.18000000000000002,0.18000000000000002,0.045,-0.045,EVT_0006,Event-log coded | Momentum +0.4,2026-07-03,0.21700000000000003,-0.037000000000000005
2018,8,2018_R08_FRANCE,France,2018-06-24,McLaren,mclaren,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.21700000000000003,-0.21700000000000003
2018,8,2018_R08_FRANCE,France,2018-06-24,Mercedes,mercedes,2,1,0,1,1.35,1,0.25,-0.25,EVT_0002; EVT_0003; EVT_0011,Event-log coded | Momentum +1.4; Upgrade +1.0 | rolling momentum base +0.6,2026-07-03,0.21700000000000003,0.7829999999999999
2018,8,2018_R08_FRANCE,France,2018-06-24,Red Bull Racing,red bull racing,1.1,0.5,0,1,0.7200000000000001,0.7200000000000001,0.18000000000000002,-0.18000000000000002,EVT_0004; EVT_0013,Event-log coded | Momentum +0.5; Upgrade +0.5 | rolling momentum base +0.6,2026-07-03,0.21700000000000003,0.5030000000000001
2018,8,2018_R08_FRANCE,France,2018-06-24,Renault,alpine,0.3,0,0,1,0.135,0.135,0.03375,-0.03375,EVT_0007,Event-log coded | Momentum +0.3,2026-07-03,0.21700000000000003,-0.08200000000000002
2018,8,2018_R08_FRANCE,France,2018-06-24,Sauber,sauber,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.21700000000000003,-0.25075000000000003
2018,8,2018_R08_FRANCE,France,2018-06-24,Toro Rosso,alphatauri,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,0.21700000000000003,-0.28450000000000003
2018,8,2018_R08_FRANCE,France,2018-06-24,Williams,williams,-1.2,0,0,1,-0.54,-0.54,-0.135,0.135,EVT_0009,Event-log coded | Momentum -1.0 | rolling momentum base -0.2,2026-07-03,0.21700000000000003,-0.7570000000000001
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Ferrari,ferrari,0.4,0.6,0,1,0.45000000000000007,0.45000000000000007,0.11250000000000002,-0.11250000000000002,EVT_0012,Event-log coded | Upgrade +0.6 | rolling momentum base +0.4,2026-07-03,0.14400000000000002,0.30600000000000005
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Force India/Racing Point,force india racing point,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.14400000000000002,-0.17775000000000002
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Haas F1 Team,haas f1 team,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.14400000000000002,-0.14400000000000002
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,McLaren,mclaren,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.14400000000000002,-0.14400000000000002
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Mercedes,mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0002; EVT_0003,Event-log coded | Momentum +1.4 | rolling momentum base +1.4,2026-07-03,0.14400000000000002,0.756
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Red Bull Racing,red bull racing,0.9,0.5,0,1,0.63,0.63,0.1575,-0.1575,EVT_0004; EVT_0013,Event-log coded | Momentum +0.5; Upgrade +0.5 | rolling momentum base +0.4,2026-07-03,0.14400000000000002,0.486
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Renault,alpine,0.3,0,0,1,0.135,0.135,0.03375,-0.03375,EVT_0007,Event-log coded | Momentum +0.3,2026-07-03,0.14400000000000002,-0.009000000000000008
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Sauber,sauber,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.14400000000000002,-0.17775000000000002
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Toro Rosso,alphatauri,-0.2,0,0,0.75,-0.09000000000000001,-0.0675,-0.016875,0.016875,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.2,2026-07-03,0.14400000000000002,-0.21150000000000002
2018,9,2018_R09_AUSTRIA,Austria,2018-07-01,Williams,williams,-1.2,0,0,1,-0.54,-0.54,-0.135,0.135,EVT_0009,Event-log coded | Momentum -1.0 | rolling momentum base -0.2,2026-07-03,0.14400000000000002,-0.684
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,Ferrari,ferrari,0.4,0,0,0.75,0.18000000000000002,0.135,0.03375,-0.03375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base +0.4,2026-07-03,0.1495,-0.014499999999999985
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,Force India/Racing Point,force india racing point,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.1495,-0.18325
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,Haas F1 Team,haas f1 team,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.1495,-0.1495
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,McLaren,mclaren,0,0,0,0.75,0,0,0,0,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold,2026-07-03,0.1495,-0.1495
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,Mercedes,mercedes,2,0,0,1,0.9,0.9,0.225,-0.225,EVT_0002; EVT_0003,Event-log coded | Momentum +1.4 | rolling momentum base +0.6,2026-07-03,0.1495,0.7505000000000001
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,Red Bull Racing,red bull racing,1.9,0.5,0,1,1.08,1,0.25,-0.25,EVT_0004; EVT_0013,Event-log coded | Momentum +0.5; Upgrade +0.5 | rolling momentum base +1.4,2026-07-03,0.1495,0.8505
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,Renault,alpine,0.3,0,0,1,0.135,0.135,0.03375,-0.03375,EVT_0007,Event-log coded | Momentum +0.3,2026-07-03,0.1495,-0.014499999999999985
2018,10,2018_R10_GREAT_BRITAIN,Great Britain,2018-07-08,Sauber,sauber,-0.1,0,0,0.75,-0.045,-0.03375,-0.0084375,0.0084375,Rolling_Result_Form; Season_Tier_Proxy,Proxy coded from recent results/form and season-tier scaffold | rolling momentum base -0.1,2026-07-03,0.1495,-0.18325
